url,emotion,headline,source,yr,sentiment
https://www.cbsnews.com/news/denver-broncos-player-shot-to-death/,sadness,Denver ... Death,cbs,2007,-1
https://www.cbsnews.com/news/spears-falls-asleep-in-vegas-nightclub/,sadness,Spears ... Nightclub,cbs,2007,-1
https://www.cbsnews.com/news/90-dead-in-indonesian-plane-crash/,sadness,90 ... Crash,cbs,2007,-1
https://www.cbsnews.com/news/rose-parade-focuses-on-star-wars/,anger,Rose ... Wars',cbs,2007,-1
https://www.cbsnews.com/news/thai-new-years-eve-bombings-kill-3/,sadness,Thai ... 3,cbs,2007,-1
https://www.cbsnews.com/news/eu-welcomes-romania-and-bulgaria/,joy,EU ... Bulgaria,cbs,2007,1
https://www.cbsnews.com/news/the-goldilocks-economy/,neutral,The ... Economy,cbs,2007,0
https://www.cbsnews.com/news/a-feast-for-the-new-year/,joy,A ... Year,cbs,2007,1
https://www.cbsnews.com/news/pilots-search-for-stranded-travelers/,neutral,Pilots ... Travelers,cbs,2007,0
https://www.cbsnews.com/news/stars-above-tell-on-stars-below/,neutral,Stars ... Below,cbs,2007,0
https://www.cbsnews.com/news/bob-knight-gets-wins-record/,neutral,Bob ... Record,cbs,2007,0
https://www.cbsnews.com/news/starry-forecast-for-2007/,neutral,Starry ... 2007,cbs,2007,0
https://www.cbsnews.com/news/gadgets-to-get-you-organized-in-2007/,neutral,Gadgets ... 2007,cbs,2007,0
https://www.cbsnews.com/news/the-world-welcomes-a-new-year/,joy,The ... Year,cbs,2007,1
https://www.cbsnews.com/news/qaeda-no-2-lashes-out-at-arab-leaders/,anger,Qaeda ... Leaders,cbs,2007,-1
https://www.cbsnews.com/news/tons-of-trash-after-times-square-bash/,disgust,Tons ... Bash,cbs,2007,-1
https://www.cbsnews.com/news/from-sydney-to-london-revelers-greet-2007/,joy,From ... 2007,cbs,2007,1
https://www.cbsnews.com/news/somali-soldiers-rout-islamic-rebels/,neutral,Somali ... Rebels,cbs,2007,0
https://www.cbsnews.com/news/national-day-of-mourning-for-gerald-ford/,sadness,National ... Ford,cbs,2007,-1
https://www.cbsnews.com/news/us-death-toll-in-iraq-passes-3000/,neutral,"U.S. ... 3,000",cbs,2007,0
https://www.cbsnews.com/news/report-us-tried-to-delay-saddam-hanging/,sadness,Report: ... Hanging,cbs,2007,-1
https://www.cbsnews.com/news/beyond-politics-a-transatlantic-bond/,neutral,Beyond ... Bond,cbs,2007,0
https://www.cbsnews.com/news/credit-card-tips-for-2007/,neutral,Credit ... 2007,cbs,2007,0
https://www.cbsnews.com/news/the-conscience-of-broadcasting/,neutral,"""The ... Broadcasting""",cbs,2007,0
https://www.cbsnews.com/news/the-viral-spread-of-a-death-on-video/,disgust,The ... Video,cbs,2007,-1
https://www.cbsnews.com/news/dems-may-give-house-vote-to-dc/,neutral,Dems ... D.C.,cbs,2007,0
https://www.cbsnews.com/news/no-motive-known-in-shooting-of-nfl-player/,fear,No ... Player,cbs,2007,-1
https://www.cbsnews.com/news/jack-ford-everyday-people-helping-us-heal/,neutral,Jack ... Heal,cbs,2007,0
https://www.cbsnews.com/news/the-ford-children-all-grown-up/,neutral,The ... Up,cbs,2007,0
https://www.cbsnews.com/news/star-studded-opening-for-oprahs-school/,joy,Star-Studded ... School,cbs,2007,1
https://www.cbsnews.com/news/across-the-media-universe-were-back-edition/,neutral,Across ... Edition,cbs,2007,0
https://www.cbsnews.com/news/alcohol-may-lower-heart-attack-risk/,fear,Alcohol ... Risk,cbs,2007,-1
https://www.cbsnews.com/news/oops-cnn-mixes-up-obama-and-osama/,surprise,Oops! ... Osama,cbs,2007,0
https://www.cbsnews.com/news/help-is-on-the-way-for-snowbound-on-plains/,neutral,Help ... Plains,cbs,2007,0
https://www.cbsnews.com/news/iraqi-8212-and-christian-8212-in-america/,neutral,Iraqi ... America,cbs,2007,0
https://www.cbsnews.com/news/a-death-in-denver/,sadness,A ... Denver,cbs,2007,-1
https://www.cbsnews.com/news/arrest-of-katrina-cops-sparks-debate/,anger,Arrest ... Debate,cbs,2007,-1
https://www.cbsnews.com/news/help-on-the-way-for-snowbound-on-plains/,neutral,Help ... Plains,cbs,2007,0
https://www.cbsnews.com/news/museum-spends-more-nights-at-no-1/,neutral,'Museum' ... 1,cbs,2007,0
https://www.cbsnews.com/news/reporters-to-be-witnesses-in-cia-leak-case/,fear,Reporters ... Case,cbs,2007,-1
https://www.cbsnews.com/news/dole-pardon-typified-ford-presidency/,neutral,Dole: ... Presidency,cbs,2007,0
https://www.cbsnews.com/news/moore-surprised-she-clicked-with-kutcher/,surprise,Moore ... Kutcher,cbs,2007,0
https://www.cbsnews.com/news/beg-your-pardon/,neutral,Beg ... Pardon,cbs,2007,0
https://www.cbsnews.com/news/saddams-death-a-building-block-for-iraq/,sadness,Saddam's ... Iraq,cbs,2007,-1
https://www.cbsnews.com/news/somalis-sense-glimmer-of-hope/,fear,Somalis ... Hope,cbs,2007,-1
https://www.cbsnews.com/news/grand-ole-opry-mourns-del-reeves/,sadness,Grand ... Reeves,cbs,2007,-1
https://www.cbsnews.com/news/the-skinny-the-war-in-review/,neutral,The ... Review,cbs,2007,0
https://www.cbsnews.com/news/a-year-after-sago-not-much-has-changed/,sadness,A ... Changed,cbs,2007,-1
https://www.cbsnews.com/news/recipes-more-from-top-chinese-chef/,neutral,"Recipes, ... Chef",cbs,2007,0
https://www.cbsnews.com/news/should-cbs-have-interrupted-the-late-show-with-news-of-fords-death/,fear,Should ... Death?,cbs,2007,-1
https://www.cbsnews.com/news/the-ford-children-then-and-now/,neutral,The ... Now,cbs,2007,0
https://www.cbsnews.com/news/second-opinion-can-spark-treatment-changes/,neutral,Second ... Changes,cbs,2007,0
https://www.cbsnews.com/news/simpson-mayer-ring-in-new-year-together/,joy,"Simpson, ... Together",cbs,2007,1
https://www.cbsnews.com/news/mass-gay-marriage-ban-proposal-advances/,neutral,Mass. ... Advances,cbs,2007,0
https://www.cbsnews.com/news/find-your-perfect-job-in-07/,neutral,Find ... '07,cbs,2007,0
https://www.cbsnews.com/news/timberlake-class-clown-of-alpha-dog/,disgust,Timberlake: ... Dog',cbs,2007,-1
https://www.cbsnews.com/news/mitt-romney-planning-run-for-president/,neutral,Mitt ... President,cbs,2007,0
https://www.cbsnews.com/news/middle-ground-on-global-warming/,neutral,Middle ... Warming?,cbs,2007,0
https://www.cbsnews.com/news/bouncing-baby-boy-for-will-ferrell/,joy,Bouncing ... Ferrell,cbs,2007,1
https://www.cbsnews.com/news/big-three-automakers-to-unveil-new-models/,neutral,Big ... Models,cbs,2007,0
https://www.cbsnews.com/news/more-teens-are-binge-drinking/,neutral,More ... Drinking,cbs,2007,0
https://www.cbsnews.com/news/guest-blogger/,neutral,Guest ... Blogger,cbs,2007,0
https://www.cbsnews.com/news/feds-crisis-communications-subpar-in-us/,disgust,Feds: ... U.S.,cbs,2007,-1
https://www.cbsnews.com/news/sunnis-express-outrage-over-saddams-death/,anger,Sunnis ... Death,cbs,2007,-1
https://www.cbsnews.com/news/bushs-iraq-plan-collapses/,sadness,Bush's ... Collapses,cbs,2007,-1
