url,emotion,headline,source,yr,sentiment
https://www.wsj.com/articles/SB944517141695981261,neutral,The ... Tomorrow,wsj,2000,0
https://www.wsj.com/articles/SB944523344535498588,sadness,The ... Bind,wsj,2000,-1
https://www.wsj.com/articles/SB944523924413459425,neutral,...Imagining ... Millennium,wsj,2000,0
https://www.wsj.com/articles/SB944523937302918965,neutral,Countdown ... Midnight,wsj,2000,0
https://www.wsj.com/articles/SB944517850742359260,neutral,"Student, ... Thyself",wsj,2000,0
https://www.wsj.com/articles/SB944517421504544628,surprise,The ... Bang,wsj,2000,0
https://www.wsj.com/articles/SB944523948723112694,sadness,Now ... Dead...,wsj,2000,-1
https://www.wsj.com/articles/SB944517430857896680,neutral,Firms ... Age,wsj,2000,0
https://www.wsj.com/articles/SB944588202194463246,neutral,Unsolved ... Mysteries,wsj,2000,0
https://www.wsj.com/articles/SB944517581427380109,neutral,Soft ... Money,wsj,2000,0
https://www.wsj.com/articles/SB944517675319181529,neutral,Buying ... Selling,wsj,2000,0
https://www.wsj.com/articles/SB944517921282708862,neutral,Listening ... Waiting,wsj,2000,0
https://www.wsj.com/articles/SB944518198469961742,neutral,Expert ... hitter,wsj,2000,0
https://www.wsj.com/articles/SB944517693828944874,neutral,We'll ... You,wsj,2000,0
https://www.wsj.com/articles/SB944517601109280003,neutral,Expert ... Money,wsj,2000,0
https://www.wsj.com/articles/SB944523333231973875,neutral,The ... Life,wsj,2000,0
https://www.wsj.com/articles/SB944517880540673740,sadness,If ... Alone,wsj,2000,-1
https://www.wsj.com/articles/SB944517721337472534,neutral,Where ... Go?,wsj,2000,0
https://www.wsj.com/articles/SB944595979598241385,neutral,Expanding ... Reality,wsj,2000,0
https://www.wsj.com/articles/SB944517239780110786,neutral,"Meanwhile, ... Archives...",wsj,2000,0
https://www.wsj.com/articles/SB944517188805960311,neutral,Reading ... Leaves,wsj,2000,0
https://www.wsj.com/articles/SB944523888324958741,neutral,The ... Futurist,wsj,2000,0
https://www.wsj.com/articles/SB944517711480791637,neutral,On ... Move,wsj,2000,0
https://www.wsj.com/articles/SB944517479733479908,neutral,What's ... Store,wsj,2000,0
https://www.wsj.com/articles/SB944517775691732434,surprise,A ... Country?,wsj,2000,0
https://www.wsj.com/articles/SB944523915674585157,neutral,Future ... ...,wsj,2000,0
https://www.wsj.com/articles/SB944523405337615397,neutral,What's ... Dinner?,wsj,2000,0
https://www.wsj.com/articles/SB944582360796203193,neutral,A ... Future,wsj,2000,0
https://www.wsj.com/articles/SB946676441288741302,joy,South ... Year,wsj,2000,1
https://www.wsj.com/articles/SB944517543230615223,neutral,(Un)Real ... World,wsj,2000,0
https://www.wsj.com/articles/SB944518178991792003,neutral,Older ... Wiser,wsj,2000,0
https://www.wsj.com/articles/SB944517534664949434,neutral,Think ... Small,wsj,2000,0
https://www.wsj.com/articles/SB944517458696055798,neutral,Talking ... Coase,wsj,2000,0
https://www.wsj.com/articles/SB126839728117760717,neutral,Who ... Are,wsj,2000,0
https://www.wsj.com/articles/SB944517684860025163,neutral,The ... Persuaders,wsj,2000,0
https://www.wsj.com/articles/SB944517842606675383,neutral,Click ... Democracy,wsj,2000,0
https://www.wsj.com/articles/SB945195844318394292,neutral,Online ... Discussions,wsj,2000,0
https://www.wsj.com/articles/SB944523959652666515,neutral,Saving ... Liberalism,wsj,2000,0
https://www.wsj.com/articles/SB944517908268358127,disgust,When ... Grown-Ups,wsj,2000,-1
https://www.wsj.com/articles/SB944523374942345967,neutral,Predicting ... Survival,wsj,2000,0
https://www.wsj.com/articles/SB94676957315339718,fear,Airlines ... Uneventful,wsj,2000,-1
https://www.wsj.com/articles/SB946734151635981280,neutral,Yeltsin's ... Putin,wsj,2000,0
https://www.wsj.com/articles/SB946705047209164710,neutral,Europe ... Glitches,wsj,2000,0
https://www.wsj.com/articles/SB946678160725017447,joy,Asia ... Problems,wsj,2000,1
https://www.wsj.com/articles/SB946586188193243884,neutral,Last-Minute ... Bugs,wsj,2000,0
https://www.wsj.com/articles/SB946668874425315139,sadness,With ... Scrutiny,wsj,2000,-1
https://www.wsj.com/articles/SB944517439437517183,neutral,The ... Keep,wsj,2000,0
https://www.wsj.com/articles/SB944581772627517560,neutral,Expert ... Ceiling,wsj,2000,0
https://www.wsj.com/articles/SB944523967844758574,neutral,The ... Millennium,wsj,2000,0
