url,emotion,headline,source,yr,sentiment
https://www.cbsnews.com/news/a-patriotic-rose-parade/,joy,A ... Parade,cbs,2002,1
https://www.cbsnews.com/news/fighting-irish-name-new-coach/,neutral,Fighting ... Coach,cbs,2002,0
https://www.cbsnews.com/news/get-a-move-on-would-you/,neutral,Get ... You?,cbs,2002,0
https://www.cbsnews.com/news/power-shopping-on-the-web/,neutral,Power ... Web,cbs,2002,0
https://www.cbsnews.com/news/lessons-in-capitalism/,neutral,Lessons ... Capitalism,cbs,2002,0
https://www.cbsnews.com/news/eu-dont-blame-the-euro/,anger,EU: ... Euro,cbs,2002,-1
https://www.cbsnews.com/news/hockey-dad-found-guilty/,sadness,Hockey ... Guilty,cbs,2002,-1
https://www.cbsnews.com/news/porous-borders/,surprise,Porous ... Borders?,cbs,2002,0
https://www.cbsnews.com/news/lost-boys-ii-life-in-america/,sadness,Lost ... America,cbs,2002,-1
https://www.cbsnews.com/news/the-benefits-of-the-pill/,neutral,The ... Pill,cbs,2002,0
https://www.cbsnews.com/news/i60-minutes-ii-i-falsely-accused/,sadness,<i>60 ... Accused,cbs,2002,-1
https://www.cbsnews.com/news/moussaoui-pleads-not-guilty/,sadness,Moussaoui ... Guilty,cbs,2002,-1
https://www.cbsnews.com/news/moussaouis-radical-change/,neutral,Moussaoui's ... Change,cbs,2002,0
https://www.cbsnews.com/news/online-job-sites-questioned/,neutral,Online ... Questioned,cbs,2002,0
https://www.cbsnews.com/news/winter-arrives-in-northeast-at-last/,sadness,Winter ... Last,cbs,2002,-1
https://www.cbsnews.com/news/diabetes-drug-on-trial/,neutral,Diabetes ... Trial,cbs,2002,0
https://www.cbsnews.com/news/eileen-heckart-loses-cancer-battle/,sadness,Eileen ... Battle,cbs,2002,-1
https://www.cbsnews.com/news/a-322875/,neutral,a ... a,cbs,2002,0
https://www.cbsnews.com/news/aol-instant-problem-fixed-soon/,neutral,AOL: ... Soon,cbs,2002,0
https://www.cbsnews.com/news/pretrial-tactics-in-terror-case/,fear,Pretrial ... Case,cbs,2002,-1
https://www.cbsnews.com/news/a-warning-on-vitamin-a/,neutral,A ... A,cbs,2002,0
https://www.cbsnews.com/news/charity-or-terror-02-01-2002/,fear,"Charity, ... Terror?",cbs,2002,-1
https://www.cbsnews.com/news/jobless-claims-jump/,neutral,Jobless ... Jump,cbs,2002,0
https://www.cbsnews.com/news/a-deadly-year-for-journalists/,fear,A ... Journalists,cbs,2002,-1
https://www.cbsnews.com/news/60-minutes-college-sweatshops/,surprise,60 ... 'Sweatshops'?,cbs,2002,0
https://www.cbsnews.com/news/former-first-dog-buddy-dies/,sadness,Former ... Dies,cbs,2002,-1
https://www.cbsnews.com/news/kandahar-actor-real-life-assassin/,neutral,'Kandahar' ... Assassin?,cbs,2002,0
https://www.cbsnews.com/news/good-holidays-for-tourism/,joy,Good ... Tourism,cbs,2002,1
https://www.cbsnews.com/news/reality-check-checks-out/,neutral,Reality ... Out,cbs,2002,0
https://www.cbsnews.com/news/enron-facing-senate-probe/,fear,Enron ... Probe,cbs,2002,-1
https://www.cbsnews.com/news/nj-senator-dodges-a-bullet/,sadness,N.J. ... Bullet,cbs,2002,-1
https://www.cbsnews.com/news/judge-dismisses-vieques-bombing-ban/,neutral,Judge ... Ban,cbs,2002,0
