,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,url,emotion,headline,source,yr,sentiment,rel,short_title,full_title,neg_full,neu_full,pos_full,our_sentiment,agreement,time,url_regex,url_regex1,url_time,url_time1,has_date,month,has_headline,headline_regex
47296,47296,563583,11563183,https://www.dailymail.co.uk/money/markets/article-1720494/FTSE-close-SP-cuts-US-outlook-stocks-tumble.html,sadness,FTSE ... tumble,dailymail,2011,-1,1,,,0.0,0.0,0.0,0,0,"[{'title': ' 12:11 EDT, 18 April 2011 '}]",,2011-04-18 00:00:00,,2011-04-18,1,4.0,0,FTSE close SP cuts US outlook stocks tumble.html
47297,47297,563584,11598731,https://www.dailymail.co.uk/money/markets/article-2021014/FTSE-PREVIEW-Market-rise-U-S-debt-deal-banks-focus-ahead-results.html,neutral,FTSE ... results,dailymail,2011,0,1,,,0.0,0.0,0.0,0,0,"[{'title': ' 03:31 EDT, 1 August 2011 '}]",,2011-08-01 00:00:00,,2011-08-01,1,8.0,0,FTSE PREVIEW Market rise U S debt deal banks focus ahead results.html
47298,47298,563585,11598857,https://www.dailymail.co.uk/money/markets/article-2021050/FTSE-LIVE-Shares-gain-US-debt-deal-banks-gain-despite-profit-drop-HSBC.html,anger,FTSE ... deal,dailymail,2011,-1,1,,,0.0,0.0,0.0,0,0,"[{'title': ' 12:18 EDT, 1 August 2011 '}]",,2011-08-01 00:00:00,,2011-08-01,1,8.0,0,FTSE LIVE Shares gain US debt deal banks gain despite profit drop HSBC.html
47299,47299,563586,11599619,https://www.dailymail.co.uk/money/markets/article-2021864/FTSE-LIVE-Stocks-fall-debt-economic-woes-toll.html,sadness,FTSE ... slip,dailymail,2011,-1,1,,,0.0,0.0,0.0,0,0,"[{'title': ' 12:41 EDT, 3 August 2011 '}]",,2011-08-03 00:00:00,,2011-08-03,1,8.0,0,FTSE LIVE Stocks fall debt economic woes toll.html
47300,47300,563587,11609210,https://www.dailymail.co.uk/money/markets/article-2032041/FTSE-CLOSE-Shares-soar-Wall-St-shrugs-mixed-data-hopes-grow-fresh-stimulus.html,joy,FTSE ... stimulus,dailymail,2011,1,1,,,0.0,0.0,0.0,0,0,"[{'title': ' 12:26 EDT, 31 August 2011 '}]",,2011-08-31 00:00:00,,2011-08-31,1,8.0,0,FTSE CLOSE Shares soar Wall St shrugs mixed data hopes grow fresh stimulus.html
47301,47301,563588,11610022,https://www.dailymail.co.uk/money/markets/article-2032907/FTSE-CLOSE-Stocks-fall-wake-U-S-data-showing-zero-jobs-growth-August.html,sadness,FTSE ... August,dailymail,2011,-1,1,,,0.0,0.0,0.0,0,0,"[{'title': ' 12:38 EDT, 2 September 2011 '}]",,2011-09-02 00:00:00,,2011-09-02,1,9.0,0,FTSE CLOSE Stocks fall wake U S data showing zero jobs growth August.html
47302,47302,563589,11616686,https://www.dailymail.co.uk/money/markets/article-2039888/FTSE-LIVE-Stocks-fall-investors-focus-US-stimulus-prospects.html,neutral,FTSE ... stimulus,dailymail,2011,0,1,,,0.0,0.0,0.0,0,0,"[{'title': ' 12:40 EDT, 21 September 2011 '}]",,2011-09-21 00:00:00,,2011-09-21,1,9.0,0,FTSE LIVE Stocks fall investors focus US stimulus prospects.html
47303,47303,563590,11626459,https://www.dailymail.co.uk/money/markets/article-2050382/FTSE-LIVE-Stocks-suffer-France-rating-China-growth-US-earnings-blows.html,anger,FTSE ... slowdown,dailymail,2011,-1,1,,,0.0,0.0,0.0,0,0,"[{'title': ' 12:55 EDT, 18 October 2011 '}]",,2011-10-18 00:00:00,,2011-10-18,1,10.0,0,FTSE LIVE Stocks suffer France rating China growth US earnings blows.html
47304,47304,563591,11630244,https://www.dailymail.co.uk/money/markets/article-2054602/WPP-warns-reduced-sales-growth-shares-gain-profit-margins-improve.html,sadness,WPP ... improve,dailymail,2011,-1,1,,,0.0,0.0,0.0,0,0,"[{'title': ' 17:06 EDT, 28 October 2011 '}]",,2011-10-28 00:00:00,,2011-10-28,1,10.0,0,WPP warns reduced sales growth shares gain profit margins improve.html
47305,47305,563592,11631819,https://www.dailymail.co.uk/money/markets/article-2056000/FTSE-CLOSE-Stocks-plunge-Greek-referendum-worries-quarter-GDP-growth-0-5.html,fear,FTSE ... 0.5%,dailymail,2011,-1,1,,,0.0,0.0,0.0,0,0,"[{'title': ' 13:19 EDT, 1 November 2011 '}]",,2011-11-01 00:00:00,,2011-11-01,1,11.0,0,FTSE CLOSE Stocks plunge Greek referendum worries quarter GDP growth 0 5.html
