,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,url,emotion,headline,source,yr,sentiment,rel,short_title,full_title,neg_full,neu_full,pos_full,our_sentiment,agreement,time,url_regex,url_regex1,url_time,url_time1,has_date,month,has_headline,headline_regex
0,47296,47296,563583,11563183,https://www.dailymail.co.uk/money/markets/article-1720494/FTSE-close-SP-cuts-US-outlook-stocks-tumble.html,sadness,FTSE ... tumble,dailymail,2011,-1,1,,,0.30063503980636597,1.3208355903625488,-1.1837509870529175,0,0,"[{'title': ' 12:11 EDT, 18 April 2011 '}]",,2011-04-18 00:00:00,,2011-04-18,1,4.0,0,FTSE close SP cuts US outlook stocks tumble.html
1,47297,47297,563584,11598731,https://www.dailymail.co.uk/money/markets/article-2021014/FTSE-PREVIEW-Market-rise-U-S-debt-deal-banks-focus-ahead-results.html,neutral,FTSE ... results,dailymail,2011,0,1,,,0.1743600219488144,0.2257881760597229,0.3667151927947998,0,0,"[{'title': ' 03:31 EDT, 1 August 2011 '}]",,2011-08-01 00:00:00,,2011-08-01,1,8.0,0,FTSE PREVIEW Market rise U S debt deal banks focus ahead results.html
2,47298,47298,563585,11598857,https://www.dailymail.co.uk/money/markets/article-2021050/FTSE-LIVE-Shares-gain-US-debt-deal-banks-gain-despite-profit-drop-HSBC.html,anger,FTSE ... deal,dailymail,2011,-1,1,,,-0.3259838819503784,0.9817376732826233,-0.0071441191248595715,0,0,"[{'title': ' 12:18 EDT, 1 August 2011 '}]",,2011-08-01 00:00:00,,2011-08-01,1,8.0,0,FTSE LIVE Shares gain US debt deal banks gain despite profit drop HSBC.html
3,47299,47299,563586,11599619,https://www.dailymail.co.uk/money/markets/article-2021864/FTSE-LIVE-Stocks-fall-debt-economic-woes-toll.html,sadness,FTSE ... slip,dailymail,2011,-1,1,,,0.10323726385831833,0.6301419734954834,-0.1776106357574463,0,0,"[{'title': ' 12:41 EDT, 3 August 2011 '}]",,2011-08-03 00:00:00,,2011-08-03,1,8.0,0,FTSE LIVE Stocks fall debt economic woes toll.html
4,47300,47300,563587,11609210,https://www.dailymail.co.uk/money/markets/article-2032041/FTSE-CLOSE-Shares-soar-Wall-St-shrugs-mixed-data-hopes-grow-fresh-stimulus.html,joy,FTSE ... stimulus,dailymail,2011,1,1,,,-0.6972935199737549,0.6277441382408142,0.228020578622818,0,0,"[{'title': ' 12:26 EDT, 31 August 2011 '}]",,2011-08-31 00:00:00,,2011-08-31,1,8.0,0,FTSE CLOSE Shares soar Wall St shrugs mixed data hopes grow fresh stimulus.html
5,47301,47301,563588,11610022,https://www.dailymail.co.uk/money/markets/article-2032907/FTSE-CLOSE-Stocks-fall-wake-U-S-data-showing-zero-jobs-growth-August.html,sadness,FTSE ... August,dailymail,2011,-1,1,,,0.4592228829860687,0.40206319093704224,-0.10598277300596237,0,0,"[{'title': ' 12:38 EDT, 2 September 2011 '}]",,2011-09-02 00:00:00,,2011-09-02,1,9.0,0,FTSE CLOSE Stocks fall wake U S data showing zero jobs growth August.html
6,47302,47302,563589,11616686,https://www.dailymail.co.uk/money/markets/article-2039888/FTSE-LIVE-Stocks-fall-investors-focus-US-stimulus-prospects.html,neutral,FTSE ... stimulus,dailymail,2011,0,1,,,-0.37519267201423645,0.895904004573822,-0.10487702488899231,0,0,"[{'title': ' 12:40 EDT, 21 September 2011 '}]",,2011-09-21 00:00:00,,2011-09-21,1,9.0,0,FTSE LIVE Stocks fall investors focus US stimulus prospects.html
7,47303,47303,563590,11626459,https://www.dailymail.co.uk/money/markets/article-2050382/FTSE-LIVE-Stocks-suffer-France-rating-China-growth-US-earnings-blows.html,anger,FTSE ... slowdown,dailymail,2011,-1,1,,,-0.7074188590049744,0.6654464602470398,0.4914620816707611,0,0,"[{'title': ' 12:55 EDT, 18 October 2011 '}]",,2011-10-18 00:00:00,,2011-10-18,1,10.0,0,FTSE LIVE Stocks suffer France rating China growth US earnings blows.html
8,47304,47304,563591,11630244,https://www.dailymail.co.uk/money/markets/article-2054602/WPP-warns-reduced-sales-growth-shares-gain-profit-margins-improve.html,sadness,WPP ... improve,dailymail,2011,-1,1,,,1.6178427934646606,-0.5496330857276917,-0.4790954291820526,0,0,"[{'title': ' 17:06 EDT, 28 October 2011 '}]",,2011-10-28 00:00:00,,2011-10-28,1,10.0,0,WPP warns reduced sales growth shares gain profit margins improve.html
9,47305,47305,563592,11631819,https://www.dailymail.co.uk/money/markets/article-2056000/FTSE-CLOSE-Stocks-plunge-Greek-referendum-worries-quarter-GDP-growth-0-5.html,fear,FTSE ... 0.5%,dailymail,2011,-1,1,,,-0.2968597412109375,0.8329879641532898,-0.2799493074417114,0,0,"[{'title': ' 13:19 EDT, 1 November 2011 '}]",,2011-11-01 00:00:00,,2011-11-01,1,11.0,0,FTSE CLOSE Stocks plunge Greek referendum worries quarter GDP growth 0 5.html
10,47306,47306,563593,11640476,https://www.dailymail.co.uk/money/markets/article-2065044/FTSE-CLOSE-Weak-China-factory-data-knocks-stocks-United-Utilities-Compass-results.html,sadness,FTSE ... results,dailymail,2011,-1,1,,,-0.76837158203125,0.9028081297874451,0.3915880024433136,0,0,"[{'title': ' 12:36 EDT, 23 November 2011 '}]",,2011-11-23 00:00:00,,2011-11-23,1,11.0,0,FTSE CLOSE Weak China factory data knocks stocks United Utilities Compass results.html
11,47307,47307,563594,11646149,https://www.dailymail.co.uk/money/markets/article-2071484/FTSE-CLOSE-Market-gains-reversed-ECB-cools-bond-buying-Tesco-posts-lower-sales.html,neutral,FTSE ... sales,dailymail,2011,0,1,,,0.0919472947716713,0.6381593346595764,0.06194951757788658,0,0,"[{'title': ' 12:33 EDT, 8 December 2011 '}]",,2011-12-08 00:00:00,,2011-12-08,1,12.0,0,FTSE CLOSE Market gains reversed ECB cools bond buying Tesco posts lower sales.html
12,47308,47308,563562,11256298,https://www.dailymail.co.uk/money/markets/article-2090956/FTSE-CLOSE-Greek-debt-setback-unsettles-markets-Carphone-rises-update.html,fear,FTSE ... update,dailymail,2012,-1,1,,,0.9668342471122742,-0.05688421428203583,-0.32565930485725403,0,0,"[{'title': ' 12:22 EDT, 24 January 2012 '}]",,2012-01-24 00:00:00,,2012-01-24,1,1.0,0,FTSE CLOSE Greek debt setback unsettles markets Carphone rises update.html
13,47309,47309,563563,11256853,https://www.dailymail.co.uk/money/markets/article-2091463/FTSE-CLOSE-Stocks-slide-0-2-GDP-fall-sparks-recession-fears-banks-biggest-fallers.html,fear,FTSE ... fallers,dailymail,2012,-1,1,,,1.0091520547866821,0.26241105794906616,-0.5634090900421143,0,0,"[{'title': ' 12:29 EDT, 25 January 2012 '}]",,2012-01-25 00:00:00,,2012-01-25,1,1.0,0,FTSE CLOSE Stocks slide 0 2 GDP fall sparks recession fears banks biggest fallers.html
