,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,url,emotion,headline,source,yr,sentiment,rel,short_title,full_title,neg_full,neu_full,pos_full,our_sentiment,agreement,time,url_regex,url_regex1,url_time,url_time1,has_date,month,has_headline,headline_regex
0,641,641,631,432272,https://www.nbcnews.com/business/consumer/wal-mart-recalls-card-table-chair-sets-after-finger-amputations-n2726,neutral,Wal-Mart ... Amputations,nbcnews,2014,0,1,"Wal-Mart Recalls Card Table, Chair Sets After Finger Amputations","Wal-Mart Recalls Card Table, Chair Sets After Finger Amputations",0.21360206604003906,0.4287043809890747,-0.8261420130729675,0,1,"[{'title': 'Jan. 2, 2014, 6:13 PM UTC\xa0/\xa0Updated\xa0Jan. 2, 2014, 6:25 PM UTC'}]",,"Jan. 2, 2014",,2014-01-02,1,1.0,1,wal mart recalls card table chair sets after finger amputations n2726
1,642,642,632,432376,https://www.nbcnews.com/business/markets/stocks-end-mixed-bernanke-commits-fed-low-interest-rates-n3721,fear,Stocks ... Rates,nbcnews,2014,-1,1,Stocks End Mixed as Bernanke Commits Fed to Low Interest Rates,Stocks End Mixed as Bernanke Commits Fed to Low Interest Rates,1.7662471532821655,-0.6197091937065125,-1.114686369895935,-1,1,"[{'title': 'Jan. 3, 2014, 9:30 PM UTC\xa0/\xa0Updated\xa0Jan. 3, 2014, 11:05 PM UTC'}]",,"Jan. 3, 2014",,2014-01-03,1,1.0,1,stocks end mixed bernanke commits fed low interest rates n3721
2,643,643,633,432485,https://www.nbcnews.com/business/markets/stocks-rise-opening-markets-await-factory-services-data-n4426,fear,Stocks ... Data,nbcnews,2014,-1,1,Stocks Rise at Opening; Markets Await Factory and Services Data,Stocks Rise at Opening; Markets Await Factory and Services Data,0.7824134826660156,0.6618663668632507,-0.7757258415222168,-1,1,"[{'title': 'Jan. 6, 2014, 2:48 PM UTC\xa0/\xa0Updated\xa0Jan. 6, 2014, 6:46 PM UTC'}]",,"Jan. 6, 2014",,2014-01-06,1,1.0,1,stocks rise opening markets await factory services data n4426
3,644,644,634,432540,https://www.nbcnews.com/business/markets/stocks-close-lower-ahead-fed-minutes-jobs-report-n4786,neutral,Stocks ... Report,nbcnews,2014,0,1,"Stocks Close Lower Ahead of Fed Minutes, Jobs Report","Stocks Close Lower Ahead of Fed Minutes, Jobs Report",1.5728548765182495,-0.6812440752983093,-0.9269375801086426,-1,0,"[{'title': 'Jan. 6, 2014, 9:39 PM UTC\xa0/\xa0Updated\xa0Jan. 6, 2014, 10:03 PM UTC'}]",,"Jan. 6, 2014",,2014-01-06,1,1.0,1,stocks close lower ahead fed minutes jobs report n4786
4,645,645,635,432587,https://www.nbcnews.com/business/markets/dow-triple-figure-climb-ahead-earnings-jobless-reports-n5301,neutral,Dow ... Reports,nbcnews,2014,0,1,"Dow in Triple-Figure Climb Ahead of Earnings, Jobless Reports","Dow in Triple-Figure Climb Ahead of Earnings, Jobless Reports",-0.7754683494567871,1.2998613119125366,-0.19950705766677856,0,1,"[{'title': 'Jan. 7, 2014, 5:32 PM UTC\xa0/\xa0Updated\xa0Jan. 8, 2014, 1:08 AM UTC'}]",,"Jan. 7, 2014",,2014-01-07,1,1.0,1,dow triple figure climb ahead earnings jobless reports n5301
5,646,646,636,432840,https://www.nbcnews.com/business/markets/stocks-edge-upwards-jobs-data-disappoints-n7216,sadness,Stocks ... Disappoints,nbcnews,2014,-1,1,Stocks Edge Upwards as Jobs Data Disappoints,Stocks Edge Upwards as Jobs Data Disappoints,1.4964193105697632,-0.31714117527008057,-0.9790094494819641,-1,1,"[{'title': 'Jan. 10, 2014, 2:58 PM UTC'}]",,"Jan. 10, 2014",,2014-01-10,1,1.0,1,stocks edge upwards jobs data disappoints n7216
6,647,647,637,433028,https://www.nbcnews.com/business/markets/stocks-drop-sharply-talk-fed-slowing-its-stimulus-n8681,fear,Stocks ... Stimulus,nbcnews,2014,-1,1,Stocks Drop Sharply on Talk of Fed Slowing its Stimulus,Stocks Drop Sharply on Talk of Fed Slowing its Stimulus,1.4890397787094116,-0.1465645730495453,-1.2859535217285156,-1,1,"[{'title': 'Jan. 13, 2014, 9:10 PM UTC\xa0/\xa0Updated\xa0Jan. 14, 2014, 4:05 AM UTC'}]",,"Jan. 13, 2014",,2014-01-13,1,1.0,1,stocks drop sharply talk fed slowing its stimulus n8681
7,648,648,638,433124,https://www.nbcnews.com/business/markets/stocks-rebound-rise-higher-retail-sales-data-n9061,neutral,Stocks ... Data,nbcnews,2014,0,1,Stocks Rebound; Rise on Higher Retail Sales Data,Stocks Rebound; Rise on Higher Retail Sales Data,1.3441683053970337,-0.09603134542703629,-0.9998946785926819,-1,0,"[{'title': 'Jan. 14, 2014, 2:54 PM UTC'}]",,"Jan. 14, 2014",,2014-01-14,1,1.0,1,stocks rebound rise higher retail sales data n9061
8,649,649,639,433133,https://www.nbcnews.com/business/markets/stocks-close-higher-upbeat-retail-sales-data-n9371,neutral,Stocks ... Data,nbcnews,2014,0,1,Stocks Close Higher on Upbeat Retail Sales Data,Stocks Close Higher on Upbeat Retail Sales Data,0.41364234685897827,1.3085898160934448,-0.9329597353935242,0,1,"[{'title': 'Jan. 14, 2014, 9:27 PM UTC\xa0/\xa0Updated\xa0Jan. 15, 2014, 3:32 PM UTC'}]",,"Jan. 14, 2014",,2014-01-14,1,1.0,1,stocks close higher upbeat retail sales data n9371
9,650,650,640,433289,https://www.nbcnews.com/business/markets/un-merry-christmas-best-buy-shares-drop-27-n10746,sadness,Un-Merry ... 27%,nbcnews,2014,-1,1,Un-Merry Christmas: Best Buy Shares Drop 27%,Un-Merry Christmas: Best Buy Shares Drop 27%,0.9903072118759155,-0.1064552366733551,-1.3110677003860474,-1,1,"[{'title': 'Jan. 16, 2014, 4:22 PM UTC'}]",,"Jan. 16, 2014",,2014-01-16,1,1.0,1,un merry christmas best buy shares drop 27 n10746
